,Crop,N_min,N_max,P_min,P_max,K_min,K_max,Avg_Temp,Rainfall,Productivity,EUR/ha,EUR/kg,Area,Production,Production_kg
8132,Dry chillies,30,120,60,80,30,80,24.315416666666664,818.35,12903.225806451614,14722.30181935484,1.140978391,31.0,400.0,400000.0
8133,Dry chillies,30,120,60,80,30,80,23.8225,811.2400000000001,1923.076923076923,2194.1892134615387,1.140978391,52.0,100.0,100000.0
8134,Dry chillies,30,120,60,80,30,80,24.448333333333338,592.16,1176.470588235294,1342.327518823529,1.140978391,340.0,400.0,400000.0
8135,Dry chillies,30,120,60,80,30,80,24.21333333333333,636.76,699.3006993006993,797.8869867132867,1.140978391,143.0,100.0,100000.0
8136,Dry chillies,30,120,60,80,30,80,24.2775,538.53,793.6507936507936,905.5384055555556,1.140978391,126.0,100.0,100000.0
8137,Dry chillies,30,120,60,80,30,80,23.75375,856.4699999999999,862.0689655172414,983.6020612068966,1.140978391,116.0,100.0,100000.0
8138,Dry chillies,30,120,60,80,30,80,24.47916666666666,487.01,10810.81081081081,12334.901524324325,1.140978391,148.0,1600.0,1600000.0
8139,Dry chillies,30,120,60,80,30,80,23.76125,687.03,1176.470588235294,1342.327518823529,1.140978391,85.0,100.0,100000.0
8140,Dry chillies,30,120,60,80,30,80,24.62958333333333,864.62,1052.6315789473683,1201.0298852631577,1.140978391,95.0,100.0,100000.0
8141,Dry chillies,30,120,60,80,30,80,24.32333333333333,616.27,7619.047619047619,8693.168693333333,1.140978391,105.0,800.0,800000.0
8142,Dry chillies,30,120,60,80,30,80,24.05083333333333,750.1600000000002,11594.202898550724,13228.73496811594,1.140978391,69.0,800.0,800000.0
8143,Dry chillies,30,120,60,80,30,80,24.662916666666668,562.16,2941.176470588235,3355.8187970588237,1.140978391,68.0,200.0,200000.0
8144,Dry chillies,30,120,60,80,30,80,24.82333333333333,831.01,9090.90909090909,10372.530827272729,1.140978391,33.0,300.0,300000.0
8145,Dry chillies,30,120,60,80,30,80,24.04625,852.8100000000001,9523.809523809525,10866.460866666666,1.140978391,63.0,600.0,600000.0
8146,Dry chillies,30,120,60,80,30,80,25.1575,431.88,0.0,0.0,1.140978391,3.0,0.0,0.0
8147,Dry chillies,30,120,60,80,30,80,25.137916666666666,423.83,0.0,0.0,1.140978391,8.0,0.0,0.0
8148,Dry chillies,30,120,60,80,30,80,25.57375,545.32,729.92700729927,832.8309423357664,1.140978391,137.0,100.0,100000.0
8149,Dry chillies,30,120,60,80,30,80,25.550833333333337,547.79,729.92700729927,832.8309423357664,1.140978391,137.0,100.0,100000.0
8150,Dry chillies,30,120,60,80,30,80,25.508333333333333,514.57,1796.4071856287426,2049.661780239521,1.140978391,167.0,300.0,300000.0
8151,Dry chillies,30,120,60,80,30,80,24.300416666666667,730.5500000000001,940.4761904761904,1073.0630105833334,1.140978391,84.0,79.0,79000.0
8152,Dry chillies,30,120,60,80,30,80,23.57875,1011.22,914.8936170212766,1043.8738470851065,1.140978391,47.0,43.0,43000.0
8153,Dry chillies,30,120,60,80,30,80,24.43958333333334,1267.2099999999998,947.3684210526316,1080.926896736842,1.140978391,57.0,54.0,54000.0
8154,Dry chillies,30,120,60,80,30,80,24.792916666666667,583.4300000000001,939.0243902439024,1071.406537890244,1.140978391,246.0,231.0,231000.0
8155,Dry chillies,30,120,60,80,30,80,24.094166666666663,843.1,916.1676646706588,1045.3275079221555,1.140978391,167.0,153.0,153000.0
8156,Dry chillies,30,120,60,80,30,80,24.87208333333333,962.51,949.6124031007752,1083.487231763566,1.140978391,258.0,245.0,245000.0
8157,Dry chillies,30,120,60,80,30,80,25.142916666666665,585.94,941.5584415584416,1074.2978356818182,1.140978391,154.0,145.0,145000.0
8158,Dry chillies,30,120,60,80,30,80,24.473333333333336,816.8299999999999,912.6984126984128,1041.3691663888887,1.140978391,126.0,115.0,115000.0
8159,Dry chillies,30,120,60,80,30,80,25.19291666666667,885.7,947.6744186046512,1081.2760333313952,1.140978391,172.0,163.0,163000.0
8160,Dry chillies,30,120,60,80,30,80,25.55791666666667,559.17,935.483870967742,1067.3668819032257,1.140978391,155.0,145.0,145000.0
8161,Dry chillies,30,120,60,80,30,80,24.892500000000005,753.9099999999999,909.0909090909092,1037.2530827272728,1.140978391,66.0,60.0,60000.0
8162,Dry chillies,30,120,60,80,30,80,25.59958333333333,797.9300000000001,950.5494505494504,1084.5563826538462,1.140978391,182.0,173.0,173000.0
8163,Dry chillies,30,120,60,80,30,80,26.09916666666667,520.33,935.897435897436,1067.838750551282,1.140978391,78.0,73.0,73000.0
8164,Dry chillies,30,120,60,80,30,80,25.49625,674.53,909.0909090909092,1037.2530827272728,1.140978391,55.0,50.0,50000.0
8165,Dry chillies,30,120,60,80,30,80,26.074583333333337,710.04,950.0,1083.92947145,1.140978391,60.0,57.0,57000.0
8166,Dry chillies,30,120,60,80,30,80,26.205416666666665,474.94,961.5384615384615,1097.094606730769,1.140978391,26.0,25.0,25000.0
8167,Dry chillies,30,120,60,80,30,80,25.600416666666668,574.1100000000001,888.8888888888889,1014.2030142222222,1.140978391,9.0,8.0,8000.0
8168,Dry chillies,30,120,60,80,30,80,26.142916666666665,623.39,941.1764705882352,1073.8620150588235,1.140978391,17.0,16.0,16000.0
8169,Dry chillies,30,120,60,80,30,80,26.45625,555.65,935.7798165137616,1067.7045493761468,1.140978391,109.0,102.0,102000.0
8170,Dry chillies,30,120,60,80,30,80,25.89416666666667,652.4899999999999,914.2857142857144,1043.1802432,1.140978391,105.0,96.0,96000.0
8171,Dry chillies,30,120,60,80,30,80,26.3525,762.92,950.0,1083.92947145,1.140978391,100.0,95.0,95000.0
8172,Dry chillies,30,120,60,80,30,80,26.645833333333336,555.52,934.4262295081968,1066.160135852459,1.140978391,61.0,57.0,57000.0
8173,Dry chillies,30,120,60,80,30,80,26.10583333333333,616.9900000000001,914.2857142857144,1043.1802432,1.140978391,140.0,128.0,128000.0
8174,Dry chillies,30,120,60,80,30,80,26.559166666666663,695.4999999999999,950.4950495049504,1084.4943122376235,1.140978391,101.0,96.0,96000.0
8175,Dry chillies,30,120,60,80,30,80,26.458333333333336,523.15,940.1408450704224,1072.680388721831,1.140978391,284.0,267.0,267000.0
8176,Dry chillies,30,120,60,80,30,80,25.883333333333333,611.7,911.7647058823528,1040.3038270882353,1.140978391,238.0,217.0,217000.0
8177,Dry chillies,30,120,60,80,30,80,26.405416666666667,684.72,947.3684210526316,1080.926896736842,1.140978391,228.0,216.0,216000.0
8178,Dry chillies,30,120,60,80,30,80,25.700000000000003,581.11,935.897435897436,1067.838750551282,1.140978391,78.0,73.0,73000.0
8179,Dry chillies,30,120,60,80,30,80,25.131666666666668,789.01,907.2164948453608,1035.1144165773196,1.140978391,97.0,88.0,88000.0
8180,Dry chillies,30,120,60,80,30,80,25.738750000000003,889.77,941.8604651162792,1074.6424380348838,1.140978391,86.0,81.0,81000.0
8181,Dry chillies,30,120,60,80,30,80,26.017916666666668,557.28,941.1764705882352,1073.8620150588235,1.140978391,68.0,64.0,64000.0
8182,Dry chillies,30,120,60,80,30,80,25.46,707.58,920.0,1049.70011972,1.140978391,50.0,46.0,46000.0
8183,Dry chillies,30,120,60,80,30,80,26.032916666666665,787.39,951.8072289156628,1085.9914805903616,1.140978391,83.0,79.0,79000.0
8184,Dry chillies,30,120,60,80,30,80,25.335833333333333,585.9100000000001,938.4765625,1070.7814782724608,1.140978391,1024.0,961.0,961000.0
8185,Dry chillies,30,120,60,80,30,80,24.71375,804.7699999999999,913.9650872817956,1042.8144147169576,1.140978391,802.0,733.0,733000.0
8186,Dry chillies,30,120,60,80,30,80,25.398333333333333,903.4,948.5645933014354,1082.2917034246411,1.140978391,836.0,793.0,793000.0
8187,Dry chillies,30,120,60,80,30,80,25.960833333333333,624.47,942.8571428571428,1075.7796258,1.140978391,35.0,33.0,33000.0
8188,Dry chillies,30,120,60,80,30,80,25.464166666666667,765.71,914.2857142857144,1043.1802432,1.140978391,35.0,32.0,32000.0
8189,Dry chillies,30,120,60,80,30,80,25.995,844.5300000000001,964.2857142857144,1100.22916275,1.140978391,28.0,27.0,27000.0
8190,Dry chillies,30,120,60,80,30,80,25.54875,1036.79,1000.0,1140.978391,1.140978391,2.0,2.0,2000.0
8191,Dry chillies,30,120,60,80,30,80,25.38375,598.73,937.5,1069.6672415625,1.140978391,96.0,90.0,90000.0
8192,Dry chillies,30,120,60,80,30,80,24.7675,827.87,906.9767441860464,1034.840866255814,1.140978391,43.0,39.0,39000.0
8193,Dry chillies,30,120,60,80,30,80,25.433333333333334,941.54,945.3125,1078.5811352421874,1.140978391,128.0,121.0,121000.0
8194,Dry chillies,30,120,60,80,30,80,24.905833333333334,648.6500000000001,937.5,1069.6672415625,1.140978391,48.0,45.0,45000.0
8195,Dry chillies,30,120,60,80,30,80,24.257916666666667,960.39,916.6666666666666,1045.8968584166666,1.140978391,24.0,22.0,22000.0
8196,Dry chillies,30,120,60,80,30,80,24.99083333333333,1124.2900000000002,950.0,1083.92947145,1.140978391,60.0,57.0,57000.0
8197,Dry chillies,30,120,60,80,30,80,26.460416666666667,570.78,938.1443298969072,1070.4024080515464,1.140978391,194.0,182.0,182000.0
8198,Dry chillies,30,120,60,80,30,80,25.95541666666667,631.25,915.966386554622,1045.0978539411765,1.140978391,238.0,218.0,218000.0
8199,Dry chillies,30,120,60,80,30,80,26.422500000000007,695.27,950.9803921568628,1085.0480777156863,1.140978391,204.0,194.0,194000.0
8200,Dry chillies,30,120,60,80,30,80,26.68208333333334,587.4100000000001,941.4893617021276,1074.2190170585106,1.140978391,188.0,177.0,177000.0
8201,Dry chillies,30,120,60,80,30,80,26.17333333333333,630.09,912.8440366972476,1041.5353202247709,1.140978391,218.0,199.0,199000.0
8202,Dry chillies,30,120,60,80,30,80,26.54375,721.7299999999999,946.8599033816424,1080.346689062802,1.140978391,207.0,196.0,196000.0
8203,Dry chillies,30,120,60,80,30,80,26.707083333333337,554.8199999999999,938.6393952867942,1070.9672669635395,1.140978391,2249.0,2111.0,2111000.0
8204,Dry chillies,30,120,60,80,30,80,26.40958333333333,648.73,913.2922535211268,1042.0467259352993,1.140978391,2272.0,2075.0,2075000.0
8205,Dry chillies,30,120,60,80,30,80,26.595,624.52,948.1755684822843,1081.8478345124272,1.140978391,1891.0,1793.0,1793000.0
8206,Dry chillies,30,120,60,80,30,80,26.822916666666664,772.8299999999999,937.5,1069.6672415625,1.140978391,176.0,165.0,165000.0
8207,Dry chillies,30,120,60,80,30,80,26.640416666666667,653.62,913.0434782608696,1041.7628787391304,1.140978391,115.0,105.0,105000.0
8208,Dry chillies,30,120,60,80,30,80,26.72416666666667,568.1800000000001,948.1481481481482,1081.8165485037036,1.140978391,135.0,128.0,128000.0
8209,Dry chillies,30,120,60,80,30,80,26.68291666666667,634.02,1000.0,1140.978391,1.140978391,5.0,5.0,5000.0
8210,Dry chillies,30,120,60,80,30,80,26.28708333333333,577.26,1000.0,1140.978391,1.140978391,5.0,5.0,5000.0
8211,Dry chillies,30,120,60,80,30,80,26.205416666666665,940.94,888.8888888888889,1014.2030142222222,1.140978391,9.0,8.0,8000.0
8212,Dry chillies,30,120,60,80,30,80,25.80041666666667,659.33,909.0909090909092,1037.2530827272728,1.140978391,11.0,10.0,10000.0
8213,Dry chillies,30,120,60,80,30,80,26.491666666666664,1120.69,1000.0,1140.978391,1.140978391,7.0,7.0,7000.0
8214,Dry chillies,30,120,60,80,30,80,26.67791666666667,620.5300000000001,937.5,1069.6672415625,1.140978391,64.0,60.0,60000.0
8215,Dry chillies,30,120,60,80,30,80,26.237916666666663,612.54,911.7647058823528,1040.3038270882353,1.140978391,102.0,93.0,93000.0
8216,Dry chillies,30,120,60,80,30,80,26.51791666666667,733.6299999999999,946.808510638298,1080.2880510531916,1.140978391,94.0,89.0,89000.0
8217,Dry chillies,30,120,60,80,30,80,26.95375,613.5,1000.0,1140.978391,1.140978391,6.0,6.0,6000.0
8218,Dry chillies,30,120,60,80,30,80,26.652916666666663,607.25,888.8888888888889,1014.2030142222222,1.140978391,9.0,8.0,8000.0
8219,Dry chillies,30,120,60,80,30,80,26.820833333333333,628.0799999999999,916.6666666666666,1045.8968584166666,1.140978391,12.0,11.0,11000.0
8220,Dry chillies,30,120,60,80,30,80,26.97833333333333,1021.22,938.3116883116884,1070.5933603863637,1.140978391,308.0,289.0,289000.0
8221,Dry chillies,30,120,60,80,30,80,26.808333333333334,753.0600000000001,914.0893470790378,1042.9561924604811,1.140978391,291.0,266.0,266000.0
8222,Dry chillies,30,120,60,80,30,80,26.955416666666668,675.9699999999999,948.7179487179488,1082.4666786410255,1.140978391,273.0,259.0,259000.0
8223,Dry chillies,30,120,60,80,30,80,26.75875,933.9600000000002,1000.0,1140.978391,1.140978391,4.0,4.0,4000.0
8224,Dry chillies,30,120,60,80,30,80,26.56833333333333,709.8900000000001,800.0,912.7827128,1.140978391,5.0,4.0,4000.0
8225,Dry chillies,30,120,60,80,30,80,26.72625,651.8800000000001,1000.0,1140.978391,1.140978391,5.0,5.0,5000.0
8226,Dry chillies,30,120,60,80,30,80,26.86416666666667,1087.83,938.9067524115756,1071.2723156655948,1.140978391,622.0,584.0,584000.0
8227,Dry chillies,30,120,60,80,30,80,26.715833333333336,775.4600000000002,913.1736526946108,1041.9114049550897,1.140978391,668.0,610.0,610000.0
8228,Dry chillies,30,120,60,80,30,80,26.89625,723.82,948.8448844884488,1082.6115096122112,1.140978391,606.0,575.0,575000.0
8229,Dry chillies,30,120,60,80,30,80,26.458749999999995,1109.75,937.5,1069.6672415625,1.140978391,144.0,135.0,135000.0
8230,Dry chillies,30,120,60,80,30,80,26.35875,809.2,913.0434782608696,1041.7628787391304,1.140978391,138.0,126.0,126000.0
8231,Dry chillies,30,120,60,80,30,80,26.573750000000004,798.0,944.954128440367,1078.1722410366972,1.140978391,109.0,103.0,103000.0
8232,Dry chillies,30,120,60,80,30,80,25.99166666666667,1230.8100000000002,923.0769230769232,1053.2108224615386,1.140978391,13.0,12.0,12000.0
8233,Dry chillies,30,120,60,80,30,80,25.854166666666668,943.91,750.0,855.73379325,1.140978391,4.0,3.0,3000.0
8234,Dry chillies,30,120,60,80,30,80,26.126666666666672,894.4599999999999,923.0769230769232,1053.2108224615386,1.140978391,13.0,12.0,12000.0
8235,Dry chillies,30,120,60,80,30,80,26.08666666666667,1231.16,1000.0,1140.978391,1.140978391,8.0,8.0,8000.0
8236,Dry chillies,30,120,60,80,30,80,25.9775,915.42,1000.0,1140.978391,1.140978391,5.0,5.0,5000.0
8237,Dry chillies,30,120,60,80,30,80,26.229583333333338,880.47,1000.0,1140.978391,1.140978391,4.0,4.0,4000.0
8238,Dry chillies,30,120,60,80,30,80,26.575416666666666,1096.3,947.3684210526316,1080.926896736842,1.140978391,38.0,36.0,36000.0
8239,Dry chillies,30,120,60,80,30,80,26.40625,810.44,920.0,1049.70011972,1.140978391,25.0,23.0,23000.0
8240,Dry chillies,30,120,60,80,30,80,26.601666666666667,736.2099999999999,958.3333333333334,1093.4376247083333,1.140978391,24.0,23.0,23000.0
8241,Dry chillies,30,120,60,80,30,80,26.25708333333333,630.4200000000001,940.4761904761904,1073.0630105833334,1.140978391,84.0,79.0,79000.0
8242,Dry chillies,30,120,60,80,30,80,25.87875,673.2,910.0,1038.29033581,1.140978391,100.0,91.0,91000.0
8243,Dry chillies,30,120,60,80,30,80,26.226250000000004,663.0799999999999,950.7042253521126,1084.7329773591548,1.140978391,142.0,135.0,135000.0
8244,Dry chillies,30,120,60,80,30,80,26.44708333333333,556.27,938.8297872340426,1071.1845000611702,1.140978391,752.0,706.0,706000.0
8245,Dry chillies,30,120,60,80,30,80,26.07375,651.0999999999999,1095.617529880478,1250.0759263944224,1.140978391,502.0,550.0,550000.0
8246,Dry chillies,30,120,60,80,30,80,26.379999999999995,643.6099999999999,949.3243243243244,1083.1585401047298,1.140978391,592.0,562.0,562000.0
8247,Dry chillies,30,120,60,80,30,80,25.99875,653.7099999999999,935.483870967742,1067.3668819032257,1.140978391,124.0,116.0,116000.0
8248,Dry chillies,30,120,60,80,30,80,25.58625,718.78,913.5802469135804,1042.3753201728396,1.140978391,81.0,74.0,74000.0
8249,Dry chillies,30,120,60,80,30,80,26.027916666666663,725.71,951.9230769230768,1086.1236606634616,1.140978391,104.0,99.0,99000.0
8250,Dry chillies,30,120,60,80,30,80,26.235416666666666,576.5199999999999,937.9217273954116,1070.1484234075574,1.140978391,741.0,695.0,695000.0
8251,Dry chillies,30,120,60,80,30,80,25.781666666666663,667.98,914.338919925512,1043.2409496852886,1.140978391,537.0,491.0,491000.0
8252,Dry chillies,30,120,60,80,30,80,26.219583333333333,697.0799999999999,948.176583493282,1081.848992618042,1.140978391,521.0,494.0,494000.0
8253,Dry chillies,30,120,60,80,30,80,25.73041666666667,692.73,937.3297002724796,1069.472933253406,1.140978391,367.0,344.0,344000.0
8254,Dry chillies,30,120,60,80,30,80,25.28708333333333,824.36,911.7647058823528,1040.3038270882353,1.140978391,170.0,155.0,155000.0
8255,Dry chillies,30,120,60,80,30,80,25.8,912.4199999999998,947.5308641975308,1081.112240854938,1.140978391,324.0,307.0,307000.0
8256,Dry chillies,30,120,60,80,30,80,26.17458333333333,842.7800000000001,948.7179487179488,1082.4666786410255,1.140978391,39.0,37.0,37000.0
8257,Dry chillies,30,120,60,80,30,80,25.86208333333333,750.4999999999999,909.0909090909092,1037.2530827272728,1.140978391,44.0,40.0,40000.0
8258,Dry chillies,30,120,60,80,30,80,26.165,718.54,941.1764705882352,1073.8620150588235,1.140978391,34.0,32.0,32000.0
8259,Dry chillies,30,120,60,80,30,80,25.979166666666668,947.66,944.4444444444443,1077.590702611111,1.140978391,18.0,17.0,17000.0
8260,Dry chillies,30,120,60,80,30,80,25.64708333333333,820.2999999999998,916.6666666666666,1045.8968584166666,1.140978391,24.0,22.0,22000.0
8261,Dry chillies,30,120,60,80,30,80,26.011666666666667,799.32,944.4444444444443,1077.590702611111,1.140978391,18.0,17.0,17000.0
8262,Dry chillies,30,120,60,80,30,80,25.84791666666667,841.61,936.7088607594936,1068.76456878481,1.140978391,158.0,148.0,148000.0
8263,Dry chillies,30,120,60,80,30,80,25.44916666666667,800.22,914.8936170212766,1043.8738470851065,1.140978391,235.0,215.0,215000.0
8264,Dry chillies,30,120,60,80,30,80,25.9075,841.63,950.0,1083.92947145,1.140978391,340.0,323.0,323000.0
8265,Dry chillies,30,120,60,80,30,80,26.4525,844.0200000000001,1000.0,1140.978391,1.140978391,7.0,7.0,7000.0
8266,Dry chillies,30,120,60,80,30,80,26.1875,723.6600000000001,1000.0,1140.978391,1.140978391,7.0,7.0,7000.0
8267,Dry chillies,30,120,60,80,30,80,26.43583333333333,676.67,1000.0,1140.978391,1.140978391,7.0,7.0,7000.0
8268,Dry chillies,30,120,60,80,30,80,26.66291666666666,737.16,909.0909090909092,1037.2530827272728,1.140978391,11.0,10.0,10000.0
8269,Dry chillies,30,120,60,80,30,80,26.164166666666667,838.1499999999999,875.0,998.356092125,1.140978391,16.0,14.0,14000.0
8270,Dry chillies,30,120,60,80,30,80,26.54583333333333,841.88,952.3809523809524,1086.6460866666666,1.140978391,21.0,20.0,20000.0
8271,Dry chillies,30,120,60,80,30,80,26.095,734.06,937.1069182389936,1069.2187437672956,1.140978391,477.0,447.0,447000.0
8272,Dry chillies,30,120,60,80,30,80,25.72458333333333,709.3800000000001,913.3489461358314,1042.1114109836064,1.140978391,427.0,390.0,390000.0
8273,Dry chillies,30,120,60,80,30,80,26.09791666666667,689.73,947.2527472527472,1080.7949154307692,1.140978391,455.0,431.0,431000.0
8274,Dry chillies,30,120,60,80,30,80,26.380000000000003,1200.5899999999997,365.34839924670433,416.8546287269303,1.140978391,531.0,194.0,194000.0
8275,Dry chillies,30,120,60,80,30,80,26.31458333333333,1380.68,639.549436795995,729.7120873604506,1.140978391,799.0,511.0,511000.0
8276,Dry chillies,30,120,60,80,30,80,26.720416666666665,1159.7700000000002,1054.054054054054,1202.6528986216215,1.140978391,703.0,741.0,741000.0
8277,Dry chillies,30,120,60,80,30,80,26.61041666666668,1532.5800000000002,749.6087636932707,855.2874010782472,1.140978391,639.0,479.0,479000.0
8278,Dry chillies,30,120,60,80,30,80,26.135,1266.12,706.25,805.81598864375,1.140978391,640.0,452.0,452000.0
8279,Dry chillies,30,120,60,80,30,80,26.44625,1467.8300000000002,320.59800664451825,365.7953977790697,1.140978391,602.0,193.0,193000.0
8280,Dry chillies,30,120,60,80,30,80,26.44333333333334,1658.3399999999997,108.73440285204993,124.06360401247773,1.140978391,561.0,61.0,61000.0
8281,Dry chillies,30,120,60,80,30,80,26.52375,1313.79,807.3770491803278,921.1997665040984,1.140978391,488.0,394.0,394000.0
8282,Dry chillies,30,120,60,80,30,80,26.44375,1417.3300000000002,576.5199161425577,657.7967662997904,1.140978391,477.0,275.0,275000.0
8283,Dry chillies,30,120,60,80,30,80,27.42125,1262.89,871.578947368421,994.4527449978948,1.140978391,475.0,414.0,414000.0
8284,Dry chillies,30,120,60,80,30,80,27.215000000000003,1830.2100000000005,570.7964601769911,651.2664267212389,1.140978391,452.0,258.0,258000.0
8285,Dry chillies,30,120,60,80,30,80,26.19916666666667,1347.78,1103.7735849056603,1259.3818089339622,1.140978391,424.0,468.0,468000.0
8286,Dry chillies,30,120,60,80,30,80,26.45833333333333,1717.8600000000004,1143.236074270557,1304.407656554377,1.140978391,377.0,431.0,431000.0
8287,Dry chillies,30,120,60,80,30,80,26.12333333333333,1807.79,884.5208845208845,1009.2192156265356,1.140978391,407.0,360.0,360000.0
8288,Dry chillies,30,120,60,80,30,80,26.843333333333334,1407.77,669.6696696696697,764.0786222012013,1.140978391,333.0,223.0,223000.0
8289,Dry chillies,30,120,60,80,30,80,25.71625,1268.5800000000002,490.3225806451613,559.4474691354839,1.140978391,155.0,76.0,76000.0
8290,Dry chillies,30,120,60,80,30,80,25.96708333333333,825.6,453.41614906832297,517.3380282173913,1.140978391,161.0,73.0,73000.0
8291,Dry chillies,30,120,60,80,30,80,25.86833333333333,832.3599999999999,591.9540229885057,675.4067486954023,1.140978391,174.0,103.0,103000.0
8292,Dry chillies,30,120,60,80,30,80,26.46666666666667,720.1599999999999,486.0335195530726,554.5537431117318,1.140978391,179.0,87.0,87000.0
8293,Dry chillies,30,120,60,80,30,80,26.14666666666667,1079.5200000000002,579.2079207920792,660.863721519802,1.140978391,202.0,117.0,117000.0
8294,Dry chillies,30,120,60,80,30,80,26.16666666666667,1259.54,717.9487179487179,819.163973025641,1.140978391,195.0,140.0,140000.0
8295,Dry chillies,30,120,60,80,30,80,26.72125,1051.0100000000002,1611.111111111111,1838.2429632777776,1.140978391,198.0,319.0,319000.0
8296,Dry chillies,30,120,60,80,30,80,26.69375,955.47,1776.3157894736842,2026.7379313815788,1.140978391,152.0,270.0,270000.0
8297,Dry chillies,30,120,60,80,30,80,25.827500000000004,1169.27,1629.4416243654823,1859.1576827969543,1.140978391,197.0,321.0,321000.0
8298,Dry chillies,30,120,60,80,30,80,25.61458333333333,1013.01,2400.0,2738.3481384,1.140978391,200.0,480.0,480000.0
8299,Dry chillies,30,120,60,80,30,80,25.26,1657.49,1281.8181818181818,1462.5268466454545,1.140978391,220.0,282.0,282000.0
8300,Dry chillies,30,120,60,80,30,80,27.102083333333333,929.23,1650.6360533664288,1883.340068296618,1.140978391,3223.0,5320.0,5320000.0
8301,Dry chillies,30,120,60,80,30,80,28.29083333333333,521.86,1520.6708726830989,1735.052605554528,1.140978391,25519.0,38806.0,38806000.0
8302,Dry chillies,30,120,60,80,30,80,26.9375,1073.13,622.0095693779904,709.6994776555023,1.140978391,1045.0,650.0,650000.0
8303,Dry chillies,30,120,60,80,30,80,27.24083333333333,1076.06,626.0162601626016,714.2710252601626,1.140978391,738.0,462.0,462000.0
8304,Dry chillies,30,120,60,80,30,80,26.56791666666667,868.36,795.6919060052219,907.8672706455612,1.140978391,1532.0,1219.0,1219000.0
8305,Dry chillies,30,120,60,80,30,80,26.603750000000005,1006.83,874.7940691927512,998.121129523888,1.140978391,1214.0,1062.0,1062000.0
8306,Dry chillies,30,120,60,80,30,80,27.18083333333333,778.49,918.918918918919,1048.4666295675677,1.140978391,703.0,646.0,646000.0
8307,Dry chillies,30,120,60,80,30,80,27.31625,735.4799999999999,2867.158671586716,3271.3660878487085,1.140978391,271.0,777.0,777000.0
8308,Dry chillies,30,120,60,80,30,80,26.53166666666667,1049.01,646.9002695417789,738.0992286792452,1.140978391,742.0,480.0,480000.0
8309,Dry chillies,30,120,60,80,30,80,26.682916666666664,1113.11,649.5176848874598,741.0856430289389,1.140978391,311.0,202.0,202000.0
8310,Dry chillies,30,120,60,80,30,80,26.78875,810.82,696.043165467626,794.1702110017986,1.140978391,556.0,387.0,387000.0
8311,Dry chillies,30,120,60,80,30,80,26.73708333333333,1047.83,506.39853747714807,577.7897884954295,1.140978391,547.0,277.0,277000.0
8312,Dry chillies,30,120,60,80,30,80,26.54,1134.15,493.01397205588825,562.5182885768463,1.140978391,501.0,247.0,247000.0
8313,Dry chillies,30,120,60,80,30,80,27.22875,867.24,533.5515548281505,608.7707945433715,1.140978391,611.0,326.0,326000.0
8314,Dry chillies,30,120,60,80,30,80,26.83208333333333,952.64,436.6197183098592,498.1736636760563,1.140978391,497.0,217.0,217000.0
8315,Dry chillies,30,120,60,80,30,80,27.305416666666662,930.42,271.06227106227107,309.2761938974359,1.140978391,273.0,74.0,74000.0
8316,Dry chillies,30,120,60,80,30,80,29.085833333333333,1094.7600000000002,599.2509363295881,683.7323691385768,1.140978391,267.0,160.0,160000.0
8317,Dry chillies,30,120,60,80,30,80,28.735000000000007,791.1199999999999,790.0,901.37292889,1.140978391,500.0,395.0,395000.0
8318,Dry chillies,30,120,60,80,30,80,28.874583333333334,1135.36,682.9971181556195,779.2849529308356,1.140978391,347.0,237.0,237000.0
8319,Dry chillies,30,120,60,80,30,80,29.10833333333333,849.38,590.0,673.1772506899999,1.140978391,100.0,59.0,59000.0
8320,Dry chillies,30,120,60,80,30,80,28.665416666666665,1212.41,673.469387755102,768.4140184285715,1.140978391,98.0,66.0,66000.0
8321,Dry chillies,30,120,60,80,30,80,28.90625,911.59,648.6486486486486,740.0940914594595,1.140978391,37.0,24.0,24000.0
8322,Dry chillies,30,120,60,80,30,80,28.75541666666667,974.09,695.6521739130435,793.7240980869566,1.140978391,115.0,80.0,80000.0
8323,Dry chillies,30,120,60,80,30,80,28.915416666666665,972.92,509.4339622641509,581.2531425849056,1.140978391,53.0,27.0,27000.0
8324,Dry chillies,30,120,60,80,30,80,28.61375,1417.0500000000002,509.4339622641509,581.2531425849056,1.140978391,53.0,27.0,27000.0
8325,Dry chillies,30,120,60,80,30,80,27.682916666666667,957.21,1600.0,1825.5654256,1.140978391,500.0,800.0,800000.0
8326,Dry chillies,30,120,60,80,30,80,27.38083333333333,565.73,1571.428571428571,1792.966043,1.140978391,700.0,1100.0,1100000.0
8327,Dry chillies,30,120,60,80,30,80,27.460416666666667,616.56,1250.0,1426.22298875,1.140978391,1200.0,1500.0,1500000.0
8328,Dry chillies,30,120,60,80,30,80,27.40208333333333,644.3900000000001,1500.0,1711.4675865,1.140978391,1000.0,1500.0,1500000.0
8329,Dry chillies,30,120,60,80,30,80,28.005416666666665,357.85,909.0909090909092,1037.2530827272728,1.140978391,1100.0,1000.0,1000000.0
8330,Dry chillies,30,120,60,80,30,80,27.612916666666663,808.41,1200.0,1369.1740692,1.140978391,1000.0,1200.0,1200000.0
8331,Dry chillies,30,120,60,80,30,80,27.6975,686.5100000000001,1000.0,1140.978391,1.140978391,100.0,100.0,100000.0
8332,Dry chillies,30,120,60,80,30,80,27.6025,1028.5,1000.0,1140.978391,1.140978391,100.0,100.0,100000.0
